session,gross_return,transaction_cost,borrow_cost,net_return,gross,net,turnover,long_pnl,short_pnl,cost_drag,segment
2018-05-01,-0.000527504431808747,8.780512906291434e-05,1.3682890044541527e-05,-0.0006289924509162029,0.33295032441717765,4.761815941556335e-16,0.2500000099999994,-0.00012163110464497411,-0.0004058733271637729,0.00010148801910745587,train
2018-05-02,-0.00037475528397237534,0.0,1.3724882343472992e-05,-0.0003884801663158483,0.3334443005875671,-0.0005278364369424261,0.0,-0.0014220949248699164,0.0010473396408975388,1.3724882343472992e-05,train
2018-05-03,0.001012084925667389,0.0,1.3644100095536579e-05,0.0009984408255718524,0.3311034931618909,-0.0009029424961658839,0.0,2.7546712832450555e-05,0.0009845382128349381,1.3644100095536579e-05,train
2018-05-04,0.0007701138519233654,8.780151084059539e-05,1.3656013048565788e-05,0.0006686563280342042,0.33229631751510125,3.972516759986888e-16,0.25000000999999983,0.0024985790736789942,-0.001728465221755628,0.00010145752388916118,train
2018-05-07,-2.5451534652779715e-06,0.0,4.136657602686242e-05,-4.3911729492140394e-05,0.3362984936946186,0.0007695992545121797,0.0,0.0005648303165899355,-0.0005673754700552135,4.136657602686242e-05,train
2018-05-08,-0.00021948833155958932,0.0,1.383609984297285e-05,-0.00023332443140256217,0.3374455172975376,0.0007670877851982168,0.0,3.3171169764540016e-05,-0.00025265950132412926,1.383609984297285e-05,train
2018-05-09,-0.00010423407146501612,8.777973779849145e-05,1.4657656324146714e-05,-0.00020667146558765427,0.35666963722090317,-2.411265631607762e-16,0.2500000099999997,0.0013884642133622268,-0.001492698284827242,0.00010243739412263817,train
2018-05-10,0.0006029166694820648,0.0,1.4783399161177494e-05,0.0005881332703208873,0.3596251239705257,-0.00010425561812666025,0.0,0.0018704694269375997,-0.0012675527574555346,1.4783399161177494e-05,train
2018-05-11,0.00032241973515340604,0.0,1.4878830844155577e-05,0.00030754090430925045,0.3625499184857053,0.0004983679445863289,0.0,0.0004653202304442088,-0.00014290049529080292,1.4878830844155577e-05,train
2018-05-14,-0.0001092568537004835,8.77862902707417e-05,4.197474218843204e-05,-0.00023901788615965724,0.340461797750615,-3.95516952522712e-16,0.2500000099999994,0.00020795305295092428,-0.0003172099066514077,0.00012976103245917374,train
2018-05-15,0.0007778684726920341,0.0,1.4021004047348614e-05,0.0007638474686446855,0.34106848217786323,-0.00010928297428638989,0.0,-0.0003179965446287189,0.0010958650173207532,1.4021004047348614e-05,train
2018-05-16,0.0008171717435693492,0.0,1.3920299964144194e-05,0.000803251443605205,0.33939537431837097,0.000668075190862245,0.0,0.0014701118831109109,-0.000652940139541562,1.3920299964144194e-05,train
2018-05-17,0.00037351780849041456,8.779598616303637e-05,1.3500262209407037e-05,0.00027222156011797116,0.32850638042890457,2.42861286636753e-17,0.2500000099999994,0.0003393599157439901,3.4157892746424534e-05,0.00010129624837244341,train
2018-05-18,0.00015078632552592314,0.0,1.3493781413144905e-05,0.00013729254411277823,0.3287220972097544,0.000373416156561732,0.0,-0.00013441420636191857,0.00028520053188784165,1.3493781413144905e-05,train
2018-05-21,0.0002529312400633302,0.0,4.040547345036697e-05,0.00021252576661296322,0.3282574151758513,0.0005241305228747169,0.0,0.0013753171911840118,-0.0011223859511206816,4.040547345036697e-05,train
2018-05-22,0.0001701653238328841,8.777786805769544e-05,1.4396138505158601e-05,6.799131727003007e-05,0.35030603695885915,-1.5439038936193583e-16,0.25000000999999944,-0.0006615248824464803,0.0008316902062793644,0.00010217400656285403,train
2018-05-23,0.0004206913448578178,0.0,1.4326806307579226e-05,0.00040636453855023857,0.34878910723928264,0.0001701537548548064,0.0,0.00038614350268360105,3.4547842174216784e-05,1.4326806307579226e-05,train
2018-05-24,0.0004045103019425897,0.0,1.4318148371151639e-05,0.00039019215357143804,0.3489988821301007,0.0005906050987442048,0.0,0.00017565676084984922,0.00022885354109274044,1.4318148371151639e-05,train
2018-05-25,-0.00041145172707542966,8.778283729363642e-05,1.3219455399136133e-05,-0.0005124540197682022,0.32167341471231264,8.673617379884035e-17,0.25000000999999916,-0.0005454401276252707,0.00013398840054984072,0.00010100229269277256,train
2018-05-29,-3.5131944466403726e-05,0.0,5.286085937541718e-05,-8.799280384182091e-05,0.32115856518184793,-0.0004116626852731977,0.0,-0.0018596844248078604,0.001824552480341457,5.286085937541718e-05,train
2018-05-30,0.00022548573330946893,0.0,1.306640137558514e-05,0.0002124193319338838,0.31750226619132693,-0.00044683394791153637,0.0,0.0021285261882816064,-0.0019030404549721372,1.306640137558514e-05,train
2018-05-31,-0.00011385703387228793,8.77767390393231e-05,1.4227701845750547e-05,-0.00021586147475736157,0.34620741157993035,2.931682674400804e-16,0.2500000099999998,-0.0017763351618059029,0.001662478127933615,0.00010200444088507364,train
2018-06-01,-0.00016292856962894553,0.0,1.4094102181520482e-05,-0.00017702267181046602,0.3428426048004727,-0.00011388161652567744,0.0,0.0016925210794986223,-0.0018554496491275674,1.4094102181520482e-05,train
2018-06-04,0.0002821779171179185,0.0,4.27473819329857e-05,0.00023943053518493278,0.3464519053710414,-0.000276859196509301,0.0,0.0010150982642729907,-0.0007329203471550722,4.27473819329857e-05,train
2018-06-05,0.000681593429199324,8.777805786457721e-05,1.4379793137904311e-05,0.0005794355781968424,0.34990829968900516,2.0643209364124004e-16,0.25000000999999994,0.0005322443811265102,0.0001493490480728142,0.00010215785100248153,train
2018-06-06,-0.0004684332398820696,0.0,1.4359197643690037e-05,-0.0004827924375257596,0.3500883413815504,0.000681198718426243,0.0,0.0013571394688138404,-0.00182557270869591,1.4359197643690037e-05,train
2018-06-07,0.0002077774870546565,0.0,1.451625305283276e-05,0.00019326123400182374,0.35344169253532254,0.00021286824972533563,0.0,-0.0002927662582804102,0.0005005437453350667,1.451625305283276e-05,train
2018-06-08,0.0001754600511985211,8.776617596844806e-05,1.4315937189678931e-05,7.33779380403941e-05,0.3483544716155208,7.979727989493313e-17,0.2500000099999996,0.0008288384886062874,-0.0006533784374077667,0.000102082113158127,train
2018-06-11,0.00036616639008342543,0.0,4.310575556953899e-05,0.00032306063451388643,0.34981102013017384,0.0001754471772465009,0.0,0.000987669334633441,-0.0006215029445500155,4.310575556953899e-05,train
2018-06-12,0.0005635290974675294,0.0,1.4415010701141323e-05,0.0005491140867663881,0.3513066990442551,0.0005414386498161679,0.0,0.0008131520391328154,-0.000249622941665286,1.4415010701141323e-05,train
2018-06-13,0.0001848241521611284,8.778414769688383e-05,1.3835922505676677e-05,8.320408195856789e-05,0.33667411430479927,1.231653667943533e-16,0.25000000999999916,-0.0004700183281027691,0.0006548424802638978,0.0001016200702025605,train
2018-06-14,0.0002700239794472355,0.0,1.3780953204506051e-05,0.0002562430262427294,0.33552133675163065,0.0001848087753167603,0.0,0.0008981461993986856,-0.0006281222199514499,1.3780953204506051e-05,train
2018-06-15,-0.00032511622700050175,0.0,1.3829036094278861e-05,-0.0003389452630947806,0.336961261197685,0.0004547162368993725,0.0,-7.958876903982666e-05,-0.0002455274579606751,1.3829036094278861e-05,train
2018-06-18,-0.0003002243734530009,8.778347241929823e-05,4.542047100878332e-05,-0.0004334283168810825,0.36841048707124235,-1.8735013540549517e-16,0.2500000099999994,-0.000437962331801732,0.0001377379583487312,0.00013320394342808157,train
2018-06-19,0.0002511878132915074,0.0,1.5135396184137737e-05,0.00023605241710736964,0.3679942859250622,-0.00030035455562270677,0.0,-0.0009165642930441894,0.0011677521063356978,1.5135396184137737e-05,train
2018-06-20,-0.0001312241448962914,0.0,1.5035867306138538e-05,-0.00014626001220242996,0.365823615976896,-4.9155139141783544e-05,0.0,0.0002530333399993546,-0.0003842574848956459,1.5035867306138538e-05,train
2018-06-21,7.836057377285451e-05,8.77654540016119e-05,1.492727406972007e-05,-2.433215429847746e-05,0.36323033569652174,-6.938893903907228e-18,0.2500000099999998,-0.0012820440791289816,0.001360404652901837,0.00010269272807133197,train
2018-06-22,0.0004525025085506105,0.0,1.4815820489489853e-05,0.0004376866880611206,0.36059666105808724,7.83624805008043e-05,0.0,0.0005745800639765913,-0.00012207755542598093,1.4815820489489853e-05,train
2018-06-25,0.0001572101121001745,0.0,4.445810406318122e-05,0.00011275200803699327,0.36113525458396883,0.0005306327381656636,0.0,-0.0023523496261359093,0.002509559738236083,4.445810406318122e-05,train
2018-06-26,0.0006782670323576533,8.777507486788634e-05,1.4897064496817614e-05,0.0005755948929929494,0.36249523608922896,3.191891195797325e-16,0.25000000999999955,0.0008997180376671117,-0.0002214510053094579,0.00010267213936470395,train
2018-06-27,-0.000504800968029511,0.0,1.4906685737127063e-05,-0.000519707653766638,0.3634072297866636,0.0006778768499050847,0.0,-0.0018946124364712204,0.0013898114684417092,1.4906685737127063e-05,train
2018-06-28,-0.0001223837909107852,0.0,1.4800146406893642e-05,-0.00013718393731767885,0.36031006177858615,0.00017316587750749318,0.0,0.0005058398215612037,-0.0006282236124719886,1.4800146406893642e-05,train
2018-06-29,0.00019804590495954197,8.775928476296707e-05,1.4767932462867294e-05,9.55186877337076e-05,0.3593530232631045,3.0184188481996443e-16,0.25000000999999916,0.00041654885875808465,-0.00021850295379854246,0.00010252721722583437,train
2018-07-02,0.0004577339491997257,0.0,4.435343824704671e-05,0.000413380510952679,0.3599536927712828,0.00019802698968164958,0.0,0.0005561459443942278,-9.841199519450183e-05,4.435343824704671e-05,train
2018-07-03,-0.0003636073224546924,0.0,1.4786455640233772e-05,-0.00037839377809492614,0.36045924388445694,0.0006554899721017866,0.0,-0.0008496811239481727,0.00048607380149348004,1.4786455640233772e-05,train
2018-07-05,0.00016972102625028229,8.777034380184105e-05,3.326760749778836e-05,4.868307495065288e-05,0.40475589122309164,-7.979727989493313e-17,0.25000000999999933,0.0015387201806203348,-0.0013689991543700518,0.0001210379512996294,train
2018-07-06,-0.00036590152359479417,0.0,1.6745509004465604e-05,-0.0003826470325992598,0.40764376520610734,0.0001697127641109887,0.0,0.0014501803203575674,-0.0018160818439523626,1.6745509004465604e-05,train
2018-07-09,0.0005739676210062761,0.0,5.070372964770662e-05,0.0005232638913585695,0.41106732106101984,-0.00019626385926716124,0.0,0.0021177590844662763,-0.00154379146346,5.070372964770662e-05,train
2018-07-10,0.00029909431712659237,8.774779536940228e-05,1.5564266155718818e-05,0.00019578225560147128,0.37873047645582464,2.688821387764051e-17,0.25000000999999966,0.0007970059461620015,-0.000497911629035409,0.0001033120615251211,train
2018-07-11,7.11962897742183e-05,0.0,1.560213577786639e-05,5.5594153996351915e-05,0.3799510063659777,0.00029903577122882084,0.0,-0.0016664678724225897,0.0017376641621968082,1.560213577786639e-05,train
2018-07-12,0.0004738983480477756,0.0,1.545845466619575e-05,0.00045843989338157986,0.3765259416901723,0.00037021147940904855,0.0,0.0016358561946928569,-0.001161957846645081,1.545845466619575e-05,train
2018-07-13,0.00021260306268364583,8.775587709545726e-05,1.4941518719744007e-05,0.00010990566686844457,0.36357695551377034,-4.371503159461554e-16,0.2500000099999992,0.00013754205839858538,7.506100428506065e-05,0.00010269739581520126,train
2018-07-16,-0.00036911021309721486,0.0,4.4801124068977335e-05,-0.0004139113371661922,0.3635994749251191,0.0002125796989696227,0.0,-0.0006347810864318527,0.00026567087333463814,4.4801124068977335e-05,train
2018-07-17,-0.00018919306530634387,0.0,1.491804680950339e-05,-0.00020411111211584727,0.3628492103672055,-0.0001565953307103192,0.0,0.0009111116679352412,-0.0011003047332415852,1.491804680950339e-05,train
2018-07-18,0.001343057424635823,8.774591584089693e-05,1.5309957301225177e-05,0.0012400015514937009,0.37254229432981234,-3.703634621210483e-16,0.2500000099999996,0.0015171669929152536,-0.00017410956827943077,0.0001030558731421221,train
2018-07-19,-0.0007110694280674128,0.0,1.5305289094476988e-05,-0.0007263747171618898,0.37377009539281797,0.0013413940938778804,0.0,-0.000838606595927074,0.00012753716785966163,1.5305289094476988e-05,train
2018-07-20,-0.0006216964866666801,0.0,1.5305924424054042e-05,-0.0006370024110907342,0.37307494383584017,0.0006307828505251146,0.0,-0.0010039596129053936,0.0003822631262387134,1.5305924424054042e-05,train
2018-07-23,0.0009173525272268608,8.775137075312103e-05,5.0633485584957085e-05,0.0007789676708887826,0.4106938275224297,-1.3877787807814457e-17,0.2500000099999996,0.00023521600386067497,0.0006821365233661853,0.0001383848563380781,train
2018-07-24,-0.00033168656422786287,0.0,1.6808669102878083e-05,-0.00034849523333074095,0.4099275866655063,0.000916638495472976,0.0,-0.0005828698751246681,0.00025118331089680535,1.6808669102878083e-05,train
2018-07-25,-0.00030488704743348444,0.0,1.679387648514695e-05,-0.0003216809239186314,0.4092361503271805,0.00058515585527144,0.0,0.0014075646035264773,-0.001712451650959962,1.679387648514695e-05,train
2018-07-26,-0.0003471831763565285,8.774629396757875e-05,1.653619281413449e-05,-0.00045146566313824176,0.4023806918106062,1.8041124150158794e-16,0.2500000099999994,0.000698221496970491,-0.00104540467332702,0.00010428248678171325,train
2018-07-27,0.0007323936294557547,0.0,1.6629624190227577e-05,0.0007157640052655271,0.4043068486404365,-0.0003473399884345498,0.0,-0.0007767251370921933,0.001509118766547948,1.6629624190227577e-05,train
2018-07-30,0.00035185650199881394,0.0,4.948134412894002e-05,0.00030237515786987393,0.4017334583875717,0.0003847782306137266,0.0,-0.0008786010428140605,0.0012304575448128746,4.948134412894002e-05,train
2018-07-31,-0.00036409267390027466,8.775004190185652e-05,1.5629989151775007e-05,-0.00046747270495390615,0.3803297360265252,-6.765421556309548e-17,0.2500000099999992,0.0007244443986096433,-0.001088537072509918,0.00010338003105363153,train
2018-08-01,0.0007986007890443322,0.0,1.5726809806575853e-05,0.0007828739792377563,0.3823214423364556,-0.0003642629568901233,0.0,-0.0004268943735897991,0.0012254951626341315,1.5726809806575853e-05,train
2018-08-02,0.00103063668771642,0.0,1.5613860491675924e-05,0.001015022827224744,0.3803712700304752,0.00043399806636101185,0.0,0.0015648133071133176,-0.0005341766193968973,1.5613860491675924e-05,train
2018-08-03,0.0005366378848562985,8.775761680461393e-05,1.407546199782652e-05,0.0004348048060538581,0.3425029086137785,-1.5265566588595902e-16,0.25000000999999983,0.0012218024630671219,-0.0006851645782108232,0.00010183307880244044,train
2018-08-06,-0.00010162746154022628,0.0,4.237690500203673e-05,-0.000144004366542263,0.34426018967005495,0.0005364046535347999,0.0,0.0005831983159850635,-0.0006848257775252898,4.237690500203673e-05,train
2018-08-07,0.0005182351973503453,0.0,1.4183964603724283e-05,0.0005040512327466211,0.34557797850145033,0.00043483981082607925,0.0,0.0010042321465770626,-0.00048599694922671745,1.4183964603724283e-05,train
2018-08-08,-4.722594092048199e-05,8.775138286977661e-05,1.283719426593056e-05,-0.00014781451805618917,0.31237172713764383,2.636779683484747e-16,0.2500000099999996,-0.00021139033649191768,0.00016416439557143553,0.00010058857713570716,train
2018-08-09,-3.821117630949518e-05,0.0,1.2825597111366787e-05,-5.1036773420861966e-05,0.31204229678729334,-4.723292263190959e-05,0.0,-0.0004524732067399861,0.00041426203043049085,1.2825597111366787e-05,train
2018-08-10,0.00015756425291253966,0.0,1.2792201050025348e-05,0.00014477205186251433,0.3111914437573284,-8.54484599550967e-05,0.0,-0.0009732557441469109,0.0011308199970594503,1.2792201050025348e-05,train
2018-08-13,0.0003054876707250567,8.775595932043292e-05,4.281045898545859e-05,0.00017492125241916522,0.3472403895487199,1.5612511283791264e-16,0.2500000099999994,-0.0007055607862726753,0.0010110484569977318,0.0001305664183058915,train
2018-08-14,-0.0008635846949389354,0.0,1.4184571938886391e-05,-0.0008777692668778218,0.3454633514233536,0.00030543424378476694,0.0,0.0008422717795499066,-0.0017058564744888425,1.4184571938886391e-05,train
2018-08-15,0.00011418241388510175,0.0,1.4337364218029846e-05,9.98450496670719e-05,0.3483172218298388,-0.0005586408088874388,0.0,-0.0015164834360662492,0.0016306658499513518,1.4337364218029846e-05,train
2018-08-16,-1.2065865732610993e-05,8.777426521515461e-05,1.4586840026176034e-05,-0.00011442697097394164,0.35494644063695024,4.336808689942018e-17,0.25000000999999933,0.001543896780376938,-0.0015559626461095484,0.00010236110524133064,train
2018-08-17,-0.0004295358908996409,0.0,1.4716411321323269e-05,-0.00044425230222096414,0.3580872749056485,-1.2067246551034083e-05,0.0,0.00045503199147772566,-0.0008845678823773662,1.4716411321323269e-05,train
2018-08-20,-9.051187793562002e-05,0.0,4.438706564860444e-05,-0.00013489894358422448,0.359586621964159,-0.0004417994078547323,0.0,0.0007000102490002687,-0.0007905221269358887,4.438706564860444e-05,train
2018-08-21,0.0013160716008018265,8.775017846923053e-05,1.5460525761804825e-05,0.0012128608965707912,0.3762061268705844,2.7929047963226594e-16,0.2500000099999993,0.001387134503302931,-7.10629025011047e-05,0.00010321070423103535,train
2018-08-22,1.3632979739796095e-05,0.0,1.544763072106552e-05,-1.8146509812694256e-06,0.3772068248685857,0.0013144773226580232,0.0,-0.00024856028543947836,0.0002621932651792746,1.544763072106552e-05,train
2018-08-23,-0.0003763613031770489,0.0,1.5426108582684e-05,-0.0003917874117597329,0.3766967548911029,0.0013281127124588534,0.0,-0.0005056985476898733,0.00012933724451282417,1.5426108582684e-05,train
2018-08-24,-0.00011927893325296997,8.775162053326814e-05,1.5680666478010315e-05,-0.00022271122026424844,0.381562884298251,-3.469446951953614e-17,0.2500000099999993,0.0014188900709953313,-0.001538169004248301,0.00010343228701127845,train
2018-08-27,0.0012363710734780808,0.0,4.743183758545172e-05,0.0011889392358926292,0.38460559935584765,-0.00011930550392737303,0.0,0.001874728390296443,-0.0006383573168183612,4.743183758545172e-05,train
2018-08-28,-0.0002353393979398529,0.0,1.5844242411687657e-05,-0.00025118364035154055,0.38665897104138147,0.001115739023648473,0.0,-0.00019941261723888324,-3.59267807009697e-05,1.5844242411687657e-05,train
