symbol,security_id,sector,latest_raw_close,median_dollar_volume_60,coverage_60,valid_observations,shortable_at_capture,eligible,reasons,membership_available_at,scope,approved_weight
BMY,ad22d1ca-8bfc-45cc-ae7f-5f091bbc8c7c,Health Care,63.06,613944664.59,1.0,2441,True,True,,2026-09-20T07:00:27.670424+00:00,prospective_diagnostic_only,0.0
WDAY,04f7d8b3-3c40-4e19-ab08-aff850458676,Information Technology,193.87,613366556.1800001,1.0,2441,True,True,,2026-09-20T07:00:27.670424+00:00,prospective_diagnostic_only,0.0
PYPL,24cbba8c-831b-44e2-8503-dd0c2ed7af8f,Financials,52.41,609620289.36,1.0,2441,True,True,,2026-09-20T07:00:27.670424+00:00,prospective_diagnostic_only,0.0
TGT,b70be706-b47c-4dbd-a6a7-4e98ea48c42a,Consumer Staples,158.19,592619432.4350001,1.0,2441,True,True,,2026-09-20T07:00:27.670424+00:00,prospective_diagnostic_only,0.0
VRTX,357a8404-f368-40a1-9356-3eb500f4f08a,Health Care,508.34,591784855.125,1.0,2441,True,True,,2026-09-20T07:00:27.670424+00:00,prospective_diagnostic_only,0.0
LMT,6ae1929e-adcd-4de1-9647-25763c8a4548,Industrials,533.38,590617465.06,1.0,2441,True,True,,2026-09-20T07:00:27.670424+00:00,prospective_diagnostic_only,0.0
SHW,d2cb3472-a97f-4434-9736-c4ca7f82a67f,Materials,320.73,586534967.8999999,1.0,2441,True,True,,2026-09-20T07:00:27.670424+00:00,prospective_diagnostic_only,0.0
CMI,badebe9a-89a1-4579-9e94-28e11d901b16,Industrials,532.23,583123187.515,1.0,2441,True,True,,2026-09-20T07:00:27.670424+00:00,prospective_diagnostic_only,0.0
PSX,7655b60d-17f3-4c09-88ec-88feb585487a,Energy,273.13,580881469.45,1.0,2441,True,True,,2026-09-20T07:00:27.670424+00:00,prospective_diagnostic_only,0.0
SLB,799b9c5a-54c1-4241-ba42-0dcba7d161bb,Energy,51.12,578678626.5450001,1.0,2441,True,True,,2026-09-20T07:00:27.670424+00:00,prospective_diagnostic_only,0.0
ADP,6ca2e51d-21df-4ff0-a134-abfdbe084142,Industrials,271.22,578130706.2,1.0,2441,True,True,,2026-09-20T07:00:27.670424+00:00,prospective_diagnostic_only,0.0
CB,2453845c-4785-46de-b332-6ee2438da196,Financials,340.64,575637600.4100001,1.0,2441,True,True,,2026-09-20T07:00:27.670424+00:00,prospective_diagnostic_only,0.0
TRV,af898beb-7df0-4dea-8b02-d6c5f4f70137,Financials,374.62,573689798.595,1.0,2441,True,True,,2026-09-20T07:00:27.670424+00:00,prospective_diagnostic_only,0.0
MRNA,b02df0cc-0a0a-4ecb-8e92-201b1044ea21,Health Care,154.04,567161880.1700001,1.0,1955,True,True,,2026-09-20T07:00:27.670424+00:00,prospective_diagnostic_only,0.0
HLT,072e0811-8f84-4acc-bc3b-95761ea08dd6,Consumer Discretionary,305.73,562835015.26,1.0,2441,True,True,,2026-09-20T07:00:27.670424+00:00,prospective_diagnostic_only,0.0
CME,bc05b0d9-3b5d-4530-b500-3af2accbd71e,Financials,276.01,562814564.1500001,1.0,2441,True,True,,2026-09-20T07:00:27.670424+00:00,prospective_diagnostic_only,0.0
CVNA,8e15f85d-62ba-4836-87d7-594a22267d47,Consumer Discretionary,65.11,561532360.44,1.0,2361,True,True,,2026-09-20T07:00:27.670424+00:00,prospective_diagnostic_only,0.0
RCL,b4ef8484-77d0-42d9-97a5-d67948cbb979,Consumer Discretionary,245.81,560992588.27,1.0,2441,True,True,,2026-09-20T07:00:27.670424+00:00,prospective_diagnostic_only,0.0
PH,44de3ac7-fd5e-4c49-99ae-561246d323f5,Industrials,943.54,560013083.145,1.0,2441,True,True,,2026-09-20T07:00:27.670424+00:00,prospective_diagnostic_only,0.0
MO,4eb91cfa-4f8b-4df5-acb7-2f3434fa283f,Consumer Staples,69.52,556243096.295,1.0,2441,True,True,,2026-09-20T07:00:27.670424+00:00,prospective_diagnostic_only,0.0
EQIX,f801bacd-b8a5-4478-8321-699c3c9984cb,Real Estate,1021.34,554145289.5250001,1.0,2441,True,True,,2026-09-20T07:00:27.670424+00:00,prospective_diagnostic_only,0.0
CMG,a3e21504-59e3-4f4b-8f9c-86a569bdf842,Consumer Discretionary,33.43,551889646.315,1.0,2441,True,True,,2026-09-20T07:00:27.670424+00:00,prospective_diagnostic_only,0.0
HCA,f99ee8af-9d78-4b46-9f2c-3cf6ce839ccf,Health Care,427.71,549905189.955,1.0,2441,True,True,,2026-09-20T07:00:27.670424+00:00,prospective_diagnostic_only,0.0
ICE,dab97681-1775-47b8-922a-d23a4e50744d,Financials,155.47,546221713.77,1.0,2441,True,True,,2026-09-20T07:00:27.670424+00:00,prospective_diagnostic_only,0.0
ORLY,c73e2c28-af3f-4f5d-b550-a56b567ed47c,Consumer Discretionary,84.71,539691521.74,1.0,2441,True,True,,2026-09-20T07:00:27.670424+00:00,prospective_diagnostic_only,0.0
ROST,adcce409-1666-4ceb-89fa-ecbb458c18ea,Consumer Discretionary,226.61,534492344.08500004,1.0,2441,True,True,,2026-09-20T07:00:27.670424+00:00,prospective_diagnostic_only,0.0
MAR,bd10e4a3-a39d-4726-91cd-8b4d68a635ab,Consumer Discretionary,338.92,533040069.38,1.0,2441,True,True,,2026-09-20T07:00:27.670424+00:00,prospective_diagnostic_only,0.0
BX,c9cc0895-bbca-47fb-be9e-e70e4a7eb94d,Financials,124.96,522063219.53499997,1.0,2441,True,True,,2026-09-20T07:00:27.670424+00:00,prospective_diagnostic_only,0.0
CSX,b8dd0cc3-7658-4c38-9c06-215c3377956e,Industrials,47.1,521332443.6,1.0,2441,True,True,,2026-09-20T07:00:27.670424+00:00,prospective_diagnostic_only,0.0
PGR,7e23958d-28fe-4f5e-acb0-159831a769ed,Financials,213.48,518815583.12,1.0,2441,True,True,,2026-09-20T07:00:27.670424+00:00,prospective_diagnostic_only,0.0
TTWO,46502bdb-1f73-48cd-a9e7-e194d1d6938d,Communication,205.45,514455977.39,1.0,2441,True,True,,2026-09-20T07:00:27.670424+00:00,prospective_diagnostic_only,0.0
WBD,c8899fc1-c3b2-411c-a940-4b9380a09b84,Communication,27.8,513064704.55,1.0,1114,True,True,,2026-09-20T07:00:27.670424+00:00,prospective_diagnostic_only,0.0
WMB,b60af993-7490-471e-9926-1cbedb46fcef,Energy,72.05,497632261.365,1.0,2441,True,True,,2026-09-20T07:00:27.670424+00:00,prospective_diagnostic_only,0.0
REGN,5098a4d2-0917-4184-862c-17dbefde2ed4,Health Care,784.85,495921966.33000004,1.0,2441,True,True,,2026-09-20T07:00:27.670424+00:00,prospective_diagnostic_only,0.0
MMM,b7f45fa8-7969-4ad9-ad77-775880b14278,Industrials,165.89,487256521.42,1.0,2441,True,True,,2026-09-20T07:00:27.670424+00:00,prospective_diagnostic_only,0.0
GM,de5fc535-1cdd-4a57-92ba-ac58a43aed81,Consumer Discretionary,82.2,486124149.53999996,1.0,2441,True,True,,2026-09-20T07:00:27.670424+00:00,prospective_diagnostic_only,0.0
DVN,ab42bac7-0551-47fd-8f5b-3313142cb075,Energy,48.61,483044060.85,1.0,2441,True,True,,2026-09-20T07:00:27.670424+00:00,prospective_diagnostic_only,0.0
PLD,32d00bae-5f6a-4712-9c18-3a007524fa3f,Real Estate,134.84,479587887.215,1.0,2441,True,True,,2026-09-20T07:00:27.670424+00:00,prospective_diagnostic_only,0.0
DAL,2cba3bdd-3f2a-4212-b64c-7bff33ad0f39,Industrials,79.62,479431984.995,1.0,2441,True,True,,2026-09-20T07:00:27.670424+00:00,prospective_diagnostic_only,0.0
MDLZ,705ec4dc-73b9-42fc-8b17-d4e13c31cfae,Consumer Staples,60.85,478482648.545,1.0,2441,True,True,,2026-09-20T07:00:27.670424+00:00,prospective_diagnostic_only,0.0
FDX,4f42e4ef-1f4c-4c7f-9a92-6a25c999031d,Industrials,303.65,475595623.77000004,1.0,2441,True,True,,2026-09-20T07:00:27.670424+00:00,prospective_diagnostic_only,0.0
AEP,90e9c946-6323-49a4-be69-116f04fec288,Utilities,120.0,472106991.225,1.0,2441,True,True,,2026-09-20T07:00:27.670424+00:00,prospective_diagnostic_only,0.0
CCL,d8917341-9b29-4fe9-a373-c8ddd6d5ae86,Consumer Discretionary,21.84,464958581.48,1.0,2441,True,True,,2026-09-20T07:00:27.670424+00:00,prospective_diagnostic_only,0.0
SO,5a71649b-e578-4229-81a3-d3a5c1351dd7,Utilities,85.52,464835733.9,1.0,2441,True,True,,2026-09-20T07:00:27.670424+00:00,prospective_diagnostic_only,0.0
MNST,63595036-ec71-4cd5-9979-4997252d23f6,Consumer Staples,44.71,464395122.32,1.0,2441,True,True,,2026-09-20T07:00:27.670424+00:00,prospective_diagnostic_only,0.0
WM,15110ac1-3d55-4832-bb54-f59ed4abeed1,Industrials,211.1,464062919.34000003,1.0,2441,True,True,,2026-09-20T07:00:27.670424+00:00,prospective_diagnostic_only,0.0
TDG,2e65dd16-9fd7-42c7-aa0f-bd7950f028be,Industrials,1086.05,460837574.12,1.0,2441,True,True,,2026-09-20T07:00:27.670424+00:00,prospective_diagnostic_only,0.0
OXY,11833dec-6549-48bf-ae48-17a25c3a9788,Energy,58.84,459931310.605,1.0,2441,True,True,,2026-09-20T07:00:27.670424+00:00,prospective_diagnostic_only,0.0
ELV,267f9ea7-eb9a-41cd-946f-5fab57943f0a,Health Care,410.95,459901540.42,1.0,1061,True,True,,2026-09-20T07:00:27.670424+00:00,prospective_diagnostic_only,0.0
URI,4f34a08c-9bdd-484a-8601-f9c583fee6a0,Industrials,1013.91,459869240.1,1.0,2441,True,True,,2026-09-20T07:00:27.670424+00:00,prospective_diagnostic_only,0.0
AXON,28d765e8-8085-4716-bde2-de0182b644e5,Industrials,447.76,459363744.125,1.0,1951,True,True,,2026-09-20T07:00:27.670424+00:00,prospective_diagnostic_only,0.0
UAL,98dbc012-8ca2-4e68-b2f7-464fdc9bbf3c,Industrials,108.71,454512223.42999995,1.0,2441,True,True,,2026-09-20T07:00:27.670424+00:00,prospective_diagnostic_only,0.0
DUK,42f7b895-93aa-48d4-909e-6e05ad6bd2ca,Utilities,117.53,453259818.28499997,1.0,2441,True,True,,2026-09-20T07:00:27.670424+00:00,prospective_diagnostic_only,0.0
UPS,b14caeab-f212-40ee-975a-38b9317e46b1,Industrials,99.06,452671478.535,1.0,2441,True,True,,2026-09-20T07:00:27.670424+00:00,prospective_diagnostic_only,0.0
ADSK,a21ecb08-ff55-4c19-94d3-a8d607d91be8,Information Technology,216.95,452495995.95000005,1.0,2441,True,True,,2026-09-20T07:00:27.670424+00:00,prospective_diagnostic_only,0.0
JCI,aa0bfa06-96bb-4fcc-bc56-0aa8a1c0be47,Industrials,143.28,447320839.75,1.0,2441,True,True,,2026-09-20T07:00:27.670424+00:00,prospective_diagnostic_only,0.0
BKR,d5f668a3-682f-474a-84e2-d340593dd94c,Energy,57.25,445573342.2,1.0,1738,True,True,,2026-09-20T07:00:27.670424+00:00,prospective_diagnostic_only,0.0
AON,6c21ef75-b953-4434-8119-501a26656625,Financials,295.64,444738337.635,1.0,2441,True,True,,2026-09-20T07:00:27.670424+00:00,prospective_diagnostic_only,0.0
HUM,5acb47e5-91b2-4c34-becd-a320436890d7,Health Care,386.22,438696785.96000004,1.0,2441,True,True,,2026-09-20T07:00:27.670424+00:00,prospective_diagnostic_only,0.0
BNY,64d27c2a-18a1-4848-b205-73b5d428d5f9,Financials,153.79,435880143.195,1.0,2370,True,True,,2026-09-20T07:00:27.670424+00:00,prospective_diagnostic_only,0.0
EXPE,3e3bbdb0-d6a4-4db1-8fbb-133f75fd4f66,Consumer Discretionary,279.35,433670467.455,1.0,2441,True,True,,2026-09-20T07:00:27.670424+00:00,prospective_diagnostic_only,0.0
DLR,ab1c95a1-cb3b-4eb0-83bd-d4a0cd608b0b,Real Estate,182.12,433440647.53,1.0,2441,True,True,,2026-09-20T07:00:27.670424+00:00,prospective_diagnostic_only,0.0
AMT,a148da60-6af9-443b-a3a9-9d3e65eb91e9,Real Estate,173.98,429062444.35,1.0,2441,True,True,,2026-09-20T07:00:27.670424+00:00,prospective_diagnostic_only,0.0
TT,7744341f-5918-44c9-bc50-6a6fc423c9ff,Industrials,429.11,425439734.875,1.0,1647,True,True,,2026-09-20T07:00:27.670424+00:00,prospective_diagnostic_only,0.0
USB,5553e8c9-004d-479d-a18c-83a42a87ed10,Financials,60.06,423859068.365,1.0,2441,True,True,,2026-09-20T07:00:27.670424+00:00,prospective_diagnostic_only,0.0
TEL,d32092d6-217b-422a-ba18-518f96a57d2a,Information Technology,205.42,421587414.095,1.0,2441,True,True,,2026-09-20T07:00:27.670424+00:00,prospective_diagnostic_only,0.0
NTAP,d37df28f-5646-48c8-99cc-4d0c9a5ec9ff,Information Technology,197.79,421449140.15999997,1.0,2441,True,True,,2026-09-20T07:00:27.670424+00:00,prospective_diagnostic_only,0.0
CAH,3c1286a9-21d1-45cf-b569-502c86ff121d,Health Care,225.38,419488350.45,1.0,2441,True,True,,2026-09-20T07:00:27.670424+00:00,prospective_diagnostic_only,0.0
EOG,c997b367-2a67-472c-910f-d0324c599cea,Energy,144.23,417335504.54,1.0,2441,True,True,,2026-09-20T07:00:27.670424+00:00,prospective_diagnostic_only,0.0
EBAY,10b35642-7d26-47d1-8987-4f7a7632d273,Consumer Discretionary,111.84,416669592.68,1.0,2441,True,True,,2026-09-20T07:00:27.670424+00:00,prospective_diagnostic_only,0.0
CRH,d024d41e-2c7f-46f5-90e1-eee0e5de5a0f,Materials,86.15,415723845.9,1.0,2441,True,True,,2026-09-20T07:00:27.670424+00:00,prospective_diagnostic_only,0.0
NOC,02deac19-d59b-4b15-ae55-a375e182bffd,Industrials,527.39,415266185.475,1.0,2441,True,True,,2026-09-20T07:00:27.670424+00:00,prospective_diagnostic_only,0.0
APO,4493d0ec-797a-4e84-a849-06aa60fb726f,Financials,125.91,413386743.78999996,1.0,2441,True,True,,2026-09-20T07:00:27.670424+00:00,prospective_diagnostic_only,0.0
FSLR,fa06daac-c3f1-409c-bddb-d44c8293e8b3,Information Technology,195.96,408657500.735,1.0,2441,True,True,,2026-09-20T07:00:27.670424+00:00,prospective_diagnostic_only,0.0
MSI,dc8a1979-4f40-4e60-bc92-686687c28c43,Information Technology,458.67,407207474.88,1.0,2441,True,True,,2026-09-20T07:00:27.670424+00:00,prospective_diagnostic_only,0.0
FLEX,fa85d280-d0fe-45db-972a-278dceb2f7ac,Information Technology,108.51,406591434.005,1.0,2441,True,True,,2026-09-20T07:00:27.670424+00:00,prospective_diagnostic_only,0.0
HPQ,8e341794-40b2-4509-bca8-c7b6fc49eb96,Information Technology,34.4,404374673.64,1.0,2441,True,True,,2026-09-20T07:00:27.670424+00:00,prospective_diagnostic_only,0.0
CI,16af176c-d616-41d8-8a5a-b40c326e050e,Health Care,275.28,404288477.03999996,1.0,2441,True,True,,2026-09-20T07:00:27.670424+00:00,prospective_diagnostic_only,0.0
KVUE,3bded6a8-55f6-40d0-8157-1d2eb50cf7d8,Consumer Staples,17.81,401039098.385,1.0,847,True,True,,2026-09-20T07:00:27.670424+00:00,prospective_diagnostic_only,0.0
XEL,152daa56-fc67-4627-b283-89405b4360fb,Utilities,72.3,399996312.245,1.0,2441,True,True,,2026-09-20T07:00:27.670424+00:00,prospective_diagnostic_only,0.0
CTSH,1c7f101c-4c08-46e9-9f79-60ca13c07e51,Information Technology,59.87,396820371.66999996,1.0,2441,True,True,,2026-09-20T07:00:27.670424+00:00,prospective_diagnostic_only,0.0
IBKR,a2d428df-103b-4db0-b0b0-6d2c826b840c,Financials,90.69,395520823.32500005,1.0,2441,True,True,,2026-09-20T07:00:27.670424+00:00,prospective_diagnostic_only,0.0
PNC,07c40f17-3f00-4792-9262-9fc21c73e9b4,Financials,233.17,394683674.155,1.0,2441,True,True,,2026-09-20T07:00:27.670424+00:00,prospective_diagnostic_only,0.0
KKR,17f819cf-891b-478e-9ea3-cb23166c1479,Financials,98.81,393902960.01,1.0,2441,True,True,,2026-09-20T07:00:27.670424+00:00,prospective_diagnostic_only,0.0
ZTS,5344140c-ca01-4435-8a4a-217d4496bd35,Health Care,71.4,393463672.25,1.0,2441,True,True,,2026-09-20T07:00:27.670424+00:00,prospective_diagnostic_only,0.0
CL,a7dd2d26-59d5-4c85-8449-cd0cb975fd98,Consumer Staples,87.47,391004583.29999995,1.0,2441,True,True,,2026-09-20T07:00:27.670424+00:00,prospective_diagnostic_only,0.0
KR,e54335e7-7483-46e5-8410-2dfff00e98bb,Consumer Staples,60.0,390442912.20000005,1.0,2441,True,True,,2026-09-20T07:00:27.670424+00:00,prospective_diagnostic_only,0.0
HBAN,c4e4715c-44f9-4e5a-9663-be3b72e767b8,Financials,15.88,387055465.27,1.0,2441,True,True,,2026-09-20T07:00:27.670424+00:00,prospective_diagnostic_only,0.0
COR,ca56f277-6345-49e3-889a-6a748a4f1c79,Health Care,308.78,386259086.38,1.0,2021,True,True,,2026-09-20T07:00:27.670424+00:00,prospective_diagnostic_only,0.0
KMB,5ca2cc07-2657-4769-9491-1c89b5f58a76,Consumer Staples,97.86,384880193.84000003,1.0,2441,True,True,,2026-09-20T07:00:27.670424+00:00,prospective_diagnostic_only,0.0
FANG,f93d78b0-c2ec-4d9c-bcae-ca77ebce4844,Energy,192.42,382310368.43,1.0,2441,True,True,,2026-09-20T07:00:27.670424+00:00,prospective_diagnostic_only,0.0
PCG,664ebe22-dc75-49a3-b36b-e524f9ef167d,Utilities,13.2,381075983.54,1.0,2441,True,True,,2026-09-20T07:00:27.670424+00:00,prospective_diagnostic_only,0.0
LHX,ac11bc30-2788-40f7-9c87-e24734d4dfd9,Industrials,247.29,380215562.235,1.0,1815,True,True,,2026-09-20T07:00:27.670424+00:00,prospective_diagnostic_only,0.0
GD,2430989b-3b12-4bff-9927-870040f8122a,Industrials,353.05,380153005.32500005,1.0,2441,True,True,,2026-09-20T07:00:27.670424+00:00,prospective_diagnostic_only,0.0
CTAS,61f340d1-ed59-405d-ad94-8f2ec9d470ea,Industrials,197.64,379672913.975,1.0,2441,True,True,,2026-09-20T07:00:27.670424+00:00,prospective_diagnostic_only,0.0
ALL,9f5ab4fb-335d-41ef-83d9-4d0abbd61fde,Financials,249.83,378181368.44,1.0,2441,True,True,,2026-09-20T07:00:27.670424+00:00,prospective_diagnostic_only,0.0
MCO,7ad52094-7cc2-4ed8-b324-69731dfaa79a,Financials,468.59,375285067.39,1.0,2441,True,True,,2026-09-20T07:00:27.670424+00:00,prospective_diagnostic_only,0.0
KEYS,c12d8862-2ca2-48ca-9fdc-368bace91bd3,Information Technology,335.0,372832502.94000006,1.0,2441,True,True,,2026-09-20T07:00:27.670424+00:00,prospective_diagnostic_only,0.0
ECHO,644a3939-7c9d-495e-8fcd-2399ca5f1507,Communication,93.46,366784131.45000005,1.0,1293,True,True,,2026-09-20T07:00:27.670424+00:00,prospective_diagnostic_only,0.0
KDP,88623995-d3b2-41ff-b80d-17a29c51454b,Consumer Staples,30.96,366681697.6,1.0,2060,True,True,,2026-09-20T07:00:27.670424+00:00,prospective_diagnostic_only,0.0
YUM,932a2ac2-9eba-47f1-932a-0ce1408c3683,Consumer Discretionary,137.99,365664358.275,1.0,2441,True,True,,2026-09-20T07:00:27.670424+00:00,prospective_diagnostic_only,0.0
KHC,df014db2-72a2-4686-be56-e3cdc15efb71,Consumer Staples,24.43,362479694.755,1.0,2441,True,True,,2026-09-20T07:00:27.670424+00:00,prospective_diagnostic_only,0.0
TPR,b599b102-254e-4a5c-838d-8cf26857e562,Consumer Discretionary,115.0,361685150.74,1.0,2232,True,True,,2026-09-20T07:00:27.670424+00:00,prospective_diagnostic_only,0.0
AKAM,b8af2065-5072-453b-9d95-5c3934c2fba7,Information Technology,104.52,361198641.81500006,1.0,2441,True,True,,2026-09-20T07:00:27.670424+00:00,prospective_diagnostic_only,0.0
NSC,477b4ce8-cdd7-48b8-9c40-e64e37bbeadd,Industrials,314.16,360750299.04,1.0,2441,True,True,,2026-09-20T07:00:27.670424+00:00,prospective_diagnostic_only,0.0
VEEV,bdc58c3a-9c7e-4ef9-b2ec-d61f14c84bd0,Health Care,260.21,358568882.555,1.0,2441,True,True,,2026-09-20T07:00:27.670424+00:00,prospective_diagnostic_only,0.0
MLM,154033d6-32bc-43e0-8344-9a07e54e7c32,Materials,490.64,354684546.46000004,1.0,2441,True,True,,2026-09-20T07:00:27.670424+00:00,prospective_diagnostic_only,0.0
CARR,ca43f7b9-bc0c-4cd5-a930-a4c823be5bb7,Industrials,53.88,353443793.0,1.0,1623,True,True,,2026-09-20T07:00:27.670424+00:00,prospective_diagnostic_only,0.0
AJG,661531e0-6ce1-4238-b3d7-7247ddf8a99c,Financials,239.48,351343204.24,1.0,2441,True,True,,2026-09-20T07:00:27.670424+00:00,prospective_diagnostic_only,0.0
EMR,812453a9-6ec4-4edb-a1d6-7f08a987ba23,Industrials,149.92,348858585.75,1.0,2441,True,True,,2026-09-20T07:00:27.670424+00:00,prospective_diagnostic_only,0.0
MSCI,0ef68826-b0f7-45b8-b273-8251f7133f0a,Financials,552.87,348850625.605,1.0,2441,True,True,,2026-09-20T07:00:27.670424+00:00,prospective_diagnostic_only,0.0
FAST,009c65c9-8abe-49b9-b481-dfeecb67d116,Industrials,49.01,347324897.87,1.0,2441,True,True,,2026-09-20T07:00:27.670424+00:00,prospective_diagnostic_only,0.0
HAL,14a06c29-cc38-444d-ab21-90198dc0fa18,Energy,33.64,346953563.705,1.0,2441,True,True,,2026-09-20T07:00:27.670424+00:00,prospective_diagnostic_only,0.0
LULU,31aa3cfa-8925-4cbc-98bc-74f411b7f17c,Consumer Discretionary,98.06,346651036.625,1.0,2441,True,True,,2026-09-20T07:00:27.670424+00:00,prospective_diagnostic_only,0.0
EQT,c8d31660-bb30-43c2-8951-b1f740c74ef8,Energy,50.0,345085538.43,1.0,2441,True,True,,2026-09-20T07:00:27.670424+00:00,prospective_diagnostic_only,0.0
ECL,b636b9b8-669c-4788-a0eb-ff5f6ea7f09e,Materials,269.46,344876743.36,1.0,2441,True,True,,2026-09-20T07:00:27.670424+00:00,prospective_diagnostic_only,0.0
SWKS,b2b91a9b-3ecd-45ed-bf53-1f7d0613e1e8,Information Technology,88.76,341239408.395,1.0,2441,True,True,,2026-09-20T07:00:27.670424+00:00,prospective_diagnostic_only,0.0
XYZ,3bd2f8c7-ceb9-4916-8a1e-4bcf3654efd9,Financials,76.28,339118690.34,1.0,418,True,True,,2026-09-20T07:00:27.670424+00:00,prospective_diagnostic_only,0.0
PCAR,29e34616-a842-4a30-908c-32eddd0c7e23,Industrials,116.06,338496271.82000005,1.0,2441,True,True,,2026-09-20T07:00:27.670424+00:00,prospective_diagnostic_only,0.0
O,c1de0f49-b6d3-4636-ab9b-5aed83596918,Real Estate,56.66,334240503.205,1.0,2441,True,True,,2026-09-20T07:00:27.670424+00:00,prospective_diagnostic_only,0.0
CTVA,fc0da839-9b1d-4c5e-ac1a-148c774d1c1f,Materials,80.53,332141992.175,1.0,1835,True,True,,2026-09-20T07:00:27.670424+00:00,prospective_diagnostic_only,0.0
TFC,0c90392a-7b74-440f-a0a1-125bee898a51,Financials,48.56,331520704.185,1.0,1703,True,True,,2026-09-20T07:00:27.670424+00:00,prospective_diagnostic_only,0.0
DLTR,d0d63992-2d20-4f63-aa62-30cf76fb3204,Consumer Staples,111.96,330790825.765,1.0,2441,True,True,,2026-09-20T07:00:27.670424+00:00,prospective_diagnostic_only,0.0
FISV,215f4297-91ff-4226-a690-c9add0ffc9ac,Financials,47.19,330601097.155,1.0,1831,True,True,,2026-09-20T07:00:27.670424+00:00,prospective_diagnostic_only,0.0
GWW,486a7ad1-ef92-4e1f-a113-3c4a04e29034,Industrials,1266.61,328323331.69,1.0,2441,True,True,,2026-09-20T07:00:27.670424+00:00,prospective_diagnostic_only,0.0
GIS,e2fe0a11-d58e-4b4e-a847-e560fee24a94,Consumer Staples,36.32,327153852.52,1.0,2441,True,True,,2026-09-20T07:00:27.670424+00:00,prospective_diagnostic_only,0.0
DXCM,8dd538ed-bf95-4b22-a6c7-e6f01131d65d,Health Care,89.35,325831726.92,1.0,2441,True,True,,2026-09-20T07:00:27.670424+00:00,prospective_diagnostic_only,0.0
JBL,ac8f1019-e8aa-4a5d-9434-97cc688bf606,Information Technology,299.57,325595434.355,1.0,2441,True,True,,2026-09-20T07:00:27.670424+00:00,prospective_diagnostic_only,0.0
EW,0ffbf7a5-d5ed-4e83-8499-2d58645e4d9c,Health Care,88.26,324998933.465,1.0,2441,True,True,,2026-09-20T07:00:27.670424+00:00,prospective_diagnostic_only,0.0
DHI,d8cb1b90-e8bd-4c75-beb3-0b2909eb9a75,Consumer Discretionary,138.02,323714388.135,1.0,2441,True,True,,2026-09-20T07:00:27.670424+00:00,prospective_diagnostic_only,0.0
EXC,21a5e17d-c566-4f1b-8c25-0a505ba37478,Utilities,42.07,322451549.305,1.0,2441,True,True,,2026-09-20T07:00:27.670424+00:00,prospective_diagnostic_only,0.0
FERG,655e865c-be38-4f97-9a85-72135ca8a984,Industrials,214.43,322061741.62,1.0,1391,True,True,,2026-09-20T07:00:27.670424+00:00,prospective_diagnostic_only,0.0
NRG,0181e333-c29a-4f7f-94f4-64884b17934a,Utilities,103.66,321055973.09000003,1.0,2441,True,True,,2026-09-20T07:00:27.670424+00:00,prospective_diagnostic_only,0.0
ODFL,5e255d55-471d-45fc-ad7a-65c904018bf2,Industrials,173.0,318980877.52,1.0,2441,True,True,,2026-09-20T07:00:27.670424+00:00,prospective_diagnostic_only,0.0
NUE,3c3a99ab-4500-4f14-8f23-50a01d3019b1,Materials,248.38,316071257.20500004,1.0,2441,True,True,,2026-09-20T07:00:27.670424+00:00,prospective_diagnostic_only,0.0
ROK,4039d327-5ab5-4040-8920-b23ab2e669b2,Industrials,415.62,314840124.35,1.0,2441,True,True,,2026-09-20T07:00:27.670424+00:00,prospective_diagnostic_only,0.0
KMI,e47acf22-5340-477a-a3ac-020b1ed34d12,Energy,31.84,314110033.31,1.0,2441,True,True,,2026-09-20T07:00:27.670424+00:00,prospective_diagnostic_only,0.0
STT,38d1f1ae-38a3-49fc-bcb7-909d0011ef26,Financials,182.87,313976132.105,1.0,2441,True,True,,2026-09-20T07:00:27.670424+00:00,prospective_diagnostic_only,0.0
PAYX,aaaaa8a6-79b2-4090-95df-45276d1f4d74,Industrials,116.14,313401850.09000003,1.0,2441,True,True,,2026-09-20T07:00:27.670424+00:00,prospective_diagnostic_only,0.0
FOXA,21b45a5d-50c2-46be-bbae-02f5f23f7453,Communication,64.45,313155621.52,1.0,2441,True,True,,2026-09-20T07:00:27.670424+00:00,prospective_diagnostic_only,0.0
ITW,399a368e-f430-4a40-bd27-a046ea7bc0d9,Industrials,269.42,312639259.98,1.0,2441,True,True,,2026-09-20T07:00:27.670424+00:00,prospective_diagnostic_only,0.0
CHTR,596b0016-1d8d-4e2e-9ab3-bfe7514b6be8,Communication,128.17,311311954.845,1.0,2441,True,True,,2026-09-20T07:00:27.670424+00:00,prospective_diagnostic_only,0.0
NDAQ,cd5c9e8e-df7c-435b-b301-c75eae954069,Financials,93.54,310390882.385,1.0,2441,True,True,,2026-09-20T07:00:27.670424+00:00,prospective_diagnostic_only,0.0
RSG,f250c025-bde8-4113-9e27-04cd1c889037,Industrials,218.07,309449200.795,1.0,2441,True,True,,2026-09-20T07:00:27.670424+00:00,prospective_diagnostic_only,0.0
FICO,9785d232-7b97-43f2-8b4b-6bfb80c0442c,Information Technology,949.68,309361132.375,1.0,2441,True,True,,2026-09-20T07:00:27.670424+00:00,prospective_diagnostic_only,0.0
