symbol,security_id,sector,theoretical_weight,approved_weight,order_authorized
DECK,6d2708a3-edb1-46c6-858b-22b4cccea11d,Consumer Discretionary,-0.00285089642386,0.0,False
ACN,6eace613-5882-4eca-8635-d1c41ee9e260,Information Technology,-0.0026345315248642,0.0,False
COP,705363ac-b8c6-4d0e-9c9b-a343f3103de6,Energy,-0.0009110961134025,0.0,False
MDLZ,705ec4dc-73b9-42fc-8b17-d4e13c31cfae,Consumer Staples,0.0008136891064791,0.0,False
WDC,70cb03f3-2184-4a3a-b04c-ad5ff9524612,Information Technology,0.0054238830225347,0.0,False
AWK,70d6a48c-21e2-4b31-a66a-9a993fa1509c,Utilities,0.0013563604794167,0.0,False
RJF,713c63c2-aa51-449b-bc1d-cb5ef9a7d4ff,Financials,-0.0014135227158483,0.0,False
BRK.B,71bb19d0-6c5f-4881-9552-33224badd810,Financials,0.0010872890777025,0.0,False
TMO,722b2e6d-2b85-4502-8f72-55f199fb3c47,Health Care,-0.0005454770606299,0.0,False
MRVL,723c21be-11af-4450-9b64-20346a6905fc,Information Technology,0.0051299849623042,0.0,False
MCK,73706fa6-f7b8-4919-9381-ff7377a56726,Health Care,0.0037040309246974,0.0,False
TYL,7552c82a-3b95-4f4d-afb5-98c024a5c9ca,Information Technology,-0.0027163385337518,0.0,False
FCX,75951f3e-87ac-4f58-98f3-d4fdb649d332,Materials,-0.0019537376090217,0.0,False
A,7595a8d2-68a6-46d7-910c-6b1958491f5c,Health Care,-0.000772399304181,0.0,False
AMP,764073e3-4e48-4a2c-aee2-45b0a0dfb9cc,Financials,-0.0010603017900112,0.0,False
PSX,7655b60d-17f3-4c09-88ec-88feb585487a,Energy,0.004809045818435,0.0,False
VLO,767ee8af-6479-44f5-8106-799120134246,Energy,0.0067258655941901,0.0,False
SLB,799b9c5a-54c1-4241-ba42-0dcba7d161bb,Energy,-0.0025422445559466,0.0,False
MCO,7ad52094-7cc2-4ed8-b324-69731dfaa79a,Financials,-0.0024645041607509,0.0,False
PEP,7b7466c4-5066-4e3e-80e6-8da1c835ce56,Consumer Staples,-0.0007151601622197,0.0,False
TDY,7e17b48e-68ff-483b-8968-2df4892b4ed4,Information Technology,-0.0025664636621376,0.0,False
PGR,7e23958d-28fe-4f5e-acb0-159831a769ed,Financials,0.0007241162756757,0.0,False
D,7ef3c3bc-854c-421a-a778-dc87a402f1d9,Utilities,0.0019967191385807,0.0,False
PEG,7f712a83-dc6a-4d5d-bf2a-c52705a06905,Utilities,-0.0035143908735302,0.0,False
TMUS,7f9df478-237c-45c8-bc80-c97a53478c37,Communication,-0.001788630977596,0.0,False
EMR,812453a9-6ec4-4edb-a1d6-7f08a987ba23,Industrials,-0.002545838929116,0.0,False
